user_id,gender,age_id,age_range,occupation_id,occupation,cp
2932,M,25,25-34,12,programmer,55346
2933,M,35,35-44,11,lawyer,32082
2934,F,35,35-44,20,writer,91324
2935,M,25,25-34,0,other or not specified,55126
2936,F,18,18-24,4,college/grad student,94122
2937,F,18,18-24,4,college/grad student,48103
2938,F,25,25-34,0,other or not specified,55345
2939,F,25,25-34,15,scientist,94901
2940,M,25,25-34,0,other or not specified,02143
2941,M,35,35-44,12,programmer,98033
2942,F,50,50-55,1,academic/educator,93103
2943,M,35,35-44,12,programmer,95864
2944,F,18,18-24,4,college/grad student,48104
2945,F,35,35-44,17,technician/engineer,89507
2946,M,35,35-44,16,self-employed,92630
2947,F,25,25-34,0,other or not specified,02138
2948,M,18,18-24,14,sales/marketing,48185
2949,M,25,25-34,17,technician/engineer,98033
2950,M,18,18-24,0,other or not specified,72761
2951,F,35,35-44,14,sales/marketing,94303
2952,M,25,25-34,4,college/grad student,06511
2953,M,25,25-34,20,writer,23225
2954,M,18,18-24,2,artist,11435
2955,M,35,35-44,14,sales/marketing,92025
2956,M,25,25-34,12,programmer,50265
2957,M,18,18-24,4,college/grad student,48104
2958,M,25,25-34,7,executive/managerial,91911
2959,M,35,35-44,17,technician/engineer,06074
2960,M,18,18-24,4,college/grad student,48104
2961,M,50,50-55,17,technician/engineer,91977
2962,M,35,35-44,3,clerical/admin,94109
2963,F,18,18-24,4,college/grad student,48104
2964,M,25,25-34,17,technician/engineer,07030
2965,F,35,35-44,4,college/grad student,48103
2966,F,25,25-34,4,college/grad student,48104
2967,M,25,25-34,0,other or not specified,94110
2968,F,18,18-24,0,other or not specified,48104
2969,M,25,25-34,7,executive/managerial,06851
2970,M,18,18-24,4,college/grad student,48104
2971,M,25,25-34,4,college/grad student,48104
2972,M,25,25-34,4,college/grad student,97330
2973,F,18,18-24,4,college/grad student,48108
2974,M,18,18-24,4,college/grad student,48105
2975,M,35,35-44,11,lawyer,20879
2976,M,18,18-24,20,writer,86001
2977,F,18,18-24,4,college/grad student,48104
2978,M,35,35-44,20,writer,45236
2979,M,35,35-44,2,artist,45243
2980,M,45,45-49,7,executive/managerial,91766
2981,M,45,45-49,6,doctor/health care,52556
2982,M,25,25-34,4,college/grad student,54902
2983,M,18,18-24,4,college/grad student,97850
2984,M,25,25-34,4,college/grad student,48105
2985,M,18,18-24,4,college/grad student,97333
2986,M,25,25-34,4,college/grad student,24060
2987,M,18,18-24,4,college/grad student,15213
2988,F,18,18-24,6,doctor/health care,92122
2989,M,35,35-44,12,programmer,97330
2990,M,35,35-44,12,programmer,45243
2991,M,50,50-55,1,academic/educator,48105
2992,M,18,18-24,4,college/grad student,14853
2993,M,18,18-24,19,unemployed,12133
2994,M,35,35-44,5,customer service,95008
2995,M,25,25-34,15,scientist,97333
2996,M,18,18-24,0,other or not specified,63011
2997,F,35,35-44,16,self-employed,45238
2998,F,25,25-34,1,academic/educator,45241
2999,M,25,25-34,7,executive/managerial,33813
3000,M,25,25-34,4,college/grad student,55408
3001,M,18,18-24,4,college/grad student,94704
3002,M,45,45-49,11,lawyer,90028
3003,M,18,18-24,15,scientist,94606
3004,F,18,18-24,4,college/grad student,02138
3005,M,25,25-34,17,technician/engineer,94133
3006,M,18,18-24,4,college/grad student,45750
3007,M,35,35-44,0,other or not specified,33174
3008,M,18,18-24,4,college/grad student,94403
3009,F,35,35-44,3,clerical/admin,55112
3010,M,25,25-34,12,programmer,78759
3011,M,25,25-34,1,academic/educator,10003
3012,M,25,25-34,12,programmer,78660
3013,M,45,45-49,17,technician/engineer,97124
3014,M,35,35-44,7,executive/managerial,06430
3015,M,56,56+,6,doctor/health care,62707
3016,M,18,18-24,12,programmer,78759
3017,F,35,35-44,9,homemaker,85255
3018,M,35,35-44,0,other or not specified,45242
3019,M,50,50-55,12,programmer,97330
3020,F,35,35-44,7,executive/managerial,60302
3021,F,45,45-49,15,scientist,78750
3022,M,25,25-34,17,technician/engineer,78730
3023,F,25,25-34,7,executive/managerial,92108
3024,M,35,35-44,17,technician/engineer,14302
3025,F,35,35-44,0,other or not specified,90004
3026,F,18,18-24,4,college/grad student,45750
3027,M,18,18-24,4,college/grad student,85719
3028,M,1,Under 18,10,K-12 student,12701
3029,M,18,18-24,4,college/grad student,92037
3030,M,35,35-44,1,academic/educator,48103
3031,M,18,18-24,4,college/grad student,48135
3032,M,25,25-34,0,other or not specified,47303
3033,M,18,18-24,4,college/grad student,02906
3034,F,18,18-24,1,academic/educator,33143
3035,F,25,25-34,7,executive/managerial,90230
3036,M,56,56+,13,retired,14843
3037,F,25,25-34,2,artist,97333
3038,F,35,35-44,2,artist,97401
3039,F,50,50-55,3,clerical/admin,33611
3040,M,25,25-34,8,farmer,22046
3041,M,25,25-34,4,college/grad student,97333
3042,M,56,56+,1,academic/educator,49042
3043,M,18,18-24,2,artist,90069
3044,M,35,35-44,16,self-employed,77301
3045,M,45,45-49,1,academic/educator,90631
3046,M,1,Under 18,4,college/grad student,46311
3047,F,25,25-34,4,college/grad student,94117
3048,M,18,18-24,2,artist,02066
3049,F,50,50-55,0,other or not specified,02421
3050,M,35,35-44,12,programmer,94025
3051,M,18,18-24,17,technician/engineer,94063
3052,M,35,35-44,12,programmer,10036
3053,F,25,25-34,3,clerical/admin,55102
3054,M,18,18-24,4,college/grad student,44056
3055,F,25,25-34,3,clerical/admin,98501
3056,M,25,25-34,18,tradesman/craftsman,10309
3057,F,25,25-34,12,programmer,55438
3058,M,18,18-24,12,programmer,55123
3059,M,35,35-44,0,other or not specified,75023
3060,F,35,35-44,1,academic/educator,92705
3061,M,45,45-49,2,artist,29440
3062,M,18,18-24,4,college/grad student,03106
3063,M,18,18-24,4,college/grad student,03106
3064,M,35,35-44,17,technician/engineer,90026
3065,F,18,18-24,4,college/grad student,48135
3066,M,18,18-24,4,college/grad student,61801
3067,F,25,25-34,0,other or not specified,02148
3068,F,35,35-44,9,homemaker,66204
3069,M,18,18-24,4,college/grad student,97470
3070,F,18,18-24,4,college/grad student,10708
3071,M,25,25-34,1,academic/educator,02115
3072,M,50,50-55,1,academic/educator,55126
3073,M,25,25-34,0,other or not specified,90028
3074,M,25,25-34,0,other or not specified,23451
3075,F,25,25-34,11,lawyer,06107
3076,M,35,35-44,17,technician/engineer,30024
3077,M,18,18-24,4,college/grad student,43202
3078,F,35,35-44,1,academic/educator,02155
3079,F,25,25-34,1,academic/educator,55410
3080,M,25,25-34,20,writer,55410
3081,M,25,25-34,7,executive/managerial,77252
3082,F,35,35-44,6,doctor/health care,45459
3083,F,50,50-55,0,other or not specified,97403
3084,M,25,25-34,16,self-employed,01581
3085,M,25,25-34,4,college/grad student,78703
3086,M,18,18-24,12,programmer,98105
3087,F,1,Under 18,1,academic/educator,90802
3088,F,25,25-34,4,college/grad student,87110
3089,M,45,45-49,16,self-employed,93448
3090,M,25,25-34,2,artist,90004
3091,F,25,25-34,0,other or not specified,19107
3092,M,35,35-44,15,scientist,98108
3093,F,45,45-49,20,writer,89134
3094,M,35,35-44,0,other or not specified,30030
3095,F,25,25-34,3,clerical/admin,06810
3096,F,45,45-49,3,clerical/admin,38028
3097,F,25,25-34,5,customer service,10021
3098,M,25,25-34,4,college/grad student,55112
3099,M,25,25-34,17,technician/engineer,20910
3100,F,25,25-34,6,doctor/health care,91423
3101,M,18,18-24,15,scientist,91101
3102,M,25,25-34,12,programmer,34170
3103,M,25,25-34,20,writer,64112
3104,M,18,18-24,17,technician/engineer,02118
3105,M,35,35-44,12,programmer,98166
3106,M,25,25-34,0,other or not specified,33142
3107,M,25,25-34,17,technician/engineer,92656
3108,M,50,50-55,6,doctor/health care,22039
3109,F,25,25-34,11,lawyer,43201
3110,M,25,25-34,0,other or not specified,10002
3111,M,18,18-24,4,college/grad student,56520
3112,M,18,18-24,12,programmer,98133
3113,M,25,25-34,10,K-12 student,55414
3114,M,18,18-24,5,customer service,65211
3115,M,35,35-44,17,technician/engineer,48323
3116,M,25,25-34,12,programmer,98034
3117,M,35,35-44,0,other or not specified,83704
3118,M,25,25-34,0,other or not specified,77025
3119,M,45,45-49,1,academic/educator,37027
3120,M,18,18-24,4,college/grad student,55414
3121,M,25,25-34,2,artist,32118
3122,F,25,25-34,7,executive/managerial,22209
3123,M,25,25-34,2,artist,90401
3124,M,25,25-34,12,programmer,30337
3125,M,25,25-34,7,executive/managerial,10025
3126,M,25,25-34,2,artist,32118
3127,F,25,25-34,0,other or not specified,10003
3128,M,18,18-24,2,artist,10012
3129,M,25,25-34,7,executive/managerial,21117
3130,M,25,25-34,7,executive/managerial,32835
3131,F,25,25-34,2,artist,90036
3132,M,35,35-44,7,executive/managerial,98467
3133,M,18,18-24,4,college/grad student,33720
3134,M,18,18-24,4,college/grad student,55455
3135,M,25,25-34,15,scientist,12345
3136,F,25,25-34,4,college/grad student,72801
3137,M,25,25-34,11,lawyer,11217
3138,M,35,35-44,17,technician/engineer,46229
3139,M,56,56+,13,retired,89128
3140,F,25,25-34,4,college/grad student,78728
3141,M,25,25-34,14,sales/marketing,81679
3142,M,25,25-34,20,writer,85719
3143,F,50,50-55,16,self-employed,90272
3144,F,25,25-34,7,executive/managerial,85260
3145,M,18,18-24,4,college/grad student,02138
3146,M,25,25-34,0,other or not specified,31605
3147,M,25,25-34,14,sales/marketing,49355
3148,M,18,18-24,20,writer,72837
3149,M,18,18-24,4,college/grad student,92602
3150,F,25,25-34,3,clerical/admin,92831
3151,F,25,25-34,0,other or not specified,92870
3152,M,18,18-24,4,college/grad student,61801
3153,F,25,25-34,4,college/grad student,73160
3154,F,25,25-34,4,college/grad student,95616
3155,M,25,25-34,7,executive/managerial,55112
3156,M,35,35-44,7,executive/managerial,07663
3157,M,25,25-34,12,programmer,92880
3158,M,25,25-34,15,scientist,15217
3159,F,25,25-34,15,scientist,15213
3160,M,25,25-34,17,technician/engineer,77521
3161,M,25,25-34,7,executive/managerial,55408
3162,M,25,25-34,1,academic/educator,08854-3115
3163,M,18,18-24,15,scientist,95616
3164,M,18,18-24,12,programmer,55118
3165,M,35,35-44,7,executive/managerial,60611
3166,M,18,18-24,4,college/grad student,32607
3167,M,25,25-34,2,artist,77056
3168,F,35,35-44,5,customer service,94546
3169,M,50,50-55,0,other or not specified,23518
3170,M,25,25-34,0,other or not specified,08461
3171,F,50,50-55,3,clerical/admin,10128
3172,M,18,18-24,12,programmer,55408
3173,M,25,25-34,12,programmer,55317
3174,F,18,18-24,14,sales/marketing,10018
3175,M,35,35-44,16,self-employed,10014
3176,M,25,25-34,17,technician/engineer,95129
3177,F,25,25-34,6,doctor/health care,94132
3178,F,35,35-44,5,customer service,44313
3179,F,18,18-24,20,writer,02125
3180,M,25,25-34,14,sales/marketing,07430
3181,M,25,25-34,12,programmer,07436
3182,M,25,25-34,12,programmer,12866
3183,M,50,50-55,7,executive/managerial,60510
3184,F,25,25-34,18,tradesman/craftsman,21214
3185,M,18,18-24,7,executive/managerial,55337
3186,M,50,50-55,1,academic/educator,92122
3187,M,35,35-44,12,programmer,32935
3188,M,56,56+,13,retired,55344
3189,M,25,25-34,16,self-employed,90292
3190,M,1,Under 18,17,technician/engineer,97062
3191,M,25,25-34,12,programmer,27707
3192,M,18,18-24,4,college/grad student,02912
3193,M,25,25-34,0,other or not specified,92019
3194,M,25,25-34,15,scientist,92648
3195,M,18,18-24,4,college/grad student,80228
3196,F,18,18-24,4,college/grad student,45219
3197,F,18,18-24,14,sales/marketing,94110
3198,M,25,25-34,12,programmer,94110
3199,M,18,18-24,0,other or not specified,57106
3200,F,25,25-34,1,academic/educator,98144
3201,M,45,45-49,7,executive/managerial,35216
3202,F,18,18-24,4,college/grad student,24060
3203,M,35,35-44,0,other or not specified,90254
3204,M,45,45-49,16,self-employed,80304
3205,F,35,35-44,16,self-employed,80304
3206,M,18,18-24,20,writer,44089
3207,M,35,35-44,7,executive/managerial,60610
3208,M,25,25-34,14,sales/marketing,30342
3209,M,25,25-34,0,other or not specified,21555
3210,F,45,45-49,0,other or not specified,02115
3211,M,50,50-55,16,self-employed,20015
3212,F,25,25-34,17,technician/engineer,11215
3213,F,25,25-34,1,academic/educator,83705
3214,F,56,56+,7,executive/managerial,10019
3215,F,50,50-55,13,retired,55447
3216,M,35,35-44,1,academic/educator,54481
3217,F,35,35-44,0,other or not specified,92630
3218,M,56,56+,6,doctor/health care,48070
3219,F,18,18-24,4,college/grad student,54302
3220,M,35,35-44,7,executive/managerial,54016
3221,M,25,25-34,0,other or not specified,19106
3222,M,35,35-44,7,executive/managerial,10583
3223,M,25,25-34,20,writer,10014
3224,F,25,25-34,14,sales/marketing,93428
3225,M,18,18-24,0,other or not specified,15237
3226,M,35,35-44,4,college/grad student,10027
3227,F,25,25-34,14,sales/marketing,60657
3228,M,25,25-34,14,sales/marketing,05448
3229,F,56,56+,1,academic/educator,93105
3230,M,35,35-44,16,self-employed,92630
3231,M,25,25-34,7,executive/managerial,55112
3232,M,35,35-44,12,programmer,92821
3233,M,50,50-55,2,artist,60660
3234,F,1,Under 18,0,other or not specified,90012
3235,M,18,18-24,4,college/grad student,87801
3236,M,18,18-24,15,scientist,87111
3237,M,35,35-44,7,executive/managerial,05401
3238,M,35,35-44,7,executive/managerial,10069
3239,F,25,25-34,12,programmer,07730
3240,M,18,18-24,4,college/grad student,55403
3241,F,50,50-55,0,other or not specified,20004
3242,M,50,50-55,13,retired,94089
3243,M,25,25-34,12,programmer,98117
3244,F,18,18-24,4,college/grad student,92647
3245,M,18,18-24,2,artist,08820
3246,F,35,35-44,1,academic/educator,85258
3247,M,35,35-44,15,scientist,92649
3248,F,25,25-34,7,executive/managerial,94115
3249,F,25,25-34,4,college/grad student,92648
3250,M,25,25-34,4,college/grad student,90069
3251,M,35,35-44,17,technician/engineer,15330
3252,M,50,50-55,0,other or not specified,76067
3253,F,35,35-44,4,college/grad student,26505
3254,F,35,35-44,6,doctor/health care,95843
3255,F,25,25-34,15,scientist,91902
3256,M,25,25-34,15,scientist,92111
3257,M,25,25-34,14,sales/marketing,94105
3258,M,45,45-49,6,doctor/health care,02339
3259,F,18,18-24,4,college/grad student,95616
3260,M,25,25-34,4,college/grad student,44514
3261,M,45,45-49,20,writer,87505
3262,M,25,25-34,14,sales/marketing,55391
3263,M,50,50-55,11,lawyer,66048
3264,F,25,25-34,1,academic/educator,94536
3265,M,25,25-34,15,scientist,53704
3266,F,25,25-34,4,college/grad student,95616
3267,M,25,25-34,4,college/grad student,78705
3268,M,25,25-34,12,programmer,04106
3269,F,18,18-24,20,writer,45220
3270,M,18,18-24,11,lawyer,45220
3271,F,35,35-44,0,other or not specified,92704
3272,M,35,35-44,0,other or not specified,08330
3273,M,35,35-44,7,executive/managerial,11201
3274,M,25,25-34,20,writer,02062
3275,M,35,35-44,7,executive/managerial,10028
3276,M,25,25-34,20,writer,55391
3277,M,25,25-34,17,technician/engineer,94107
3278,M,35,35-44,7,executive/managerial,10014
3279,M,45,45-49,15,scientist,92880
3280,M,25,25-34,7,executive/managerial,33486
3281,M,25,25-34,17,technician/engineer,79705
3282,M,45,45-49,3,clerical/admin,20009
3283,M,35,35-44,16,self-employed,66208
3284,M,25,25-34,6,doctor/health care,48197
3285,M,25,25-34,4,college/grad student,44706
3286,F,35,35-44,7,executive/managerial,80013
3287,M,56,56+,13,retired,27514-3540
3288,M,25,25-34,14,sales/marketing,94133
3289,M,45,45-49,6,doctor/health care,95695
3290,M,25,25-34,14,sales/marketing,90292
3291,F,25,25-34,7,executive/managerial,27516
3292,F,50,50-55,6,doctor/health care,79410
3293,M,45,45-49,14,sales/marketing,37343
3294,M,18,18-24,4,college/grad student,78749
3295,M,18,18-24,18,tradesman/craftsman,92123
3296,M,18,18-24,14,sales/marketing,90292
3297,M,18,18-24,4,college/grad student,91325
3298,M,1,Under 18,10,K-12 student,20876
3299,F,25,25-34,4,college/grad student,19119
3300,M,35,35-44,5,customer service,19119
3301,F,25,25-34,2,artist,85719
3302,M,25,25-34,17,technician/engineer,74074
3303,M,56,56+,17,technician/engineer,06405
3304,F,45,45-49,5,customer service,92649
3305,M,56,56+,20,writer,94708
3306,M,45,45-49,14,sales/marketing,60045
3307,M,50,50-55,6,doctor/health care,90640
3308,F,18,18-24,20,writer,15701-1348
3309,M,25,25-34,17,technician/engineer,20707
3310,M,45,45-49,14,sales/marketing,12561
3311,M,25,25-34,4,college/grad student,90039
3312,F,18,18-24,4,college/grad student,90039
3313,M,35,35-44,20,writer,90292
3314,M,25,25-34,7,executive/managerial,06516
3315,M,25,25-34,12,programmer,78731
3316,M,1,Under 18,19,unemployed,92557
3317,M,25,25-34,4,college/grad student,78705
3318,M,56,56+,13,retired,30047
3319,F,56,56+,13,retired,92308
3320,M,25,25-34,1,academic/educator,56082
3321,M,35,35-44,1,academic/educator,95380
3322,F,18,18-24,4,college/grad student,68516
3323,M,35,35-44,14,sales/marketing,11784
3324,M,35,35-44,17,technician/engineer,48083
3325,F,35,35-44,14,sales/marketing,39180
3326,M,45,45-49,7,executive/managerial,64138
3327,M,18,18-24,12,programmer,91423
3328,M,56,56+,19,unemployed,91790-1161
3329,M,50,50-55,18,tradesman/craftsman,72601
3330,F,35,35-44,1,academic/educator,47933
3331,F,25,25-34,7,executive/managerial,06854
3332,M,25,25-34,7,executive/managerial,06854
3333,M,18,18-24,16,self-employed,29404-2205
3334,M,35,35-44,0,other or not specified,09142
3335,M,25,25-34,0,other or not specified,10023
3336,M,35,35-44,17,technician/engineer,93436
3337,M,25,25-34,4,college/grad student,97214
3338,M,45,45-49,16,self-employed,08053
3339,M,25,25-34,17,technician/engineer,44118
3340,M,45,45-49,16,self-employed,48097
3341,M,25,25-34,20,writer,91730
3342,F,25,25-34,5,customer service,92705
3343,F,18,18-24,4,college/grad student,79912
3344,M,35,35-44,0,other or not specified,08902
3345,M,25,25-34,7,executive/managerial,18655
3346,M,35,35-44,7,executive/managerial,54016
3347,F,35,35-44,7,executive/managerial,91362
3348,M,45,45-49,16,self-employed,94546
3349,F,18,18-24,4,college/grad student,92054
3350,F,18,18-24,0,other or not specified,20815
3351,F,18,18-24,5,customer service,92870
3352,M,35,35-44,0,other or not specified,30533
3353,M,35,35-44,17,technician/engineer,92688
3354,M,25,25-34,7,executive/managerial,18615
3355,M,25,25-34,1,academic/educator,400060
3356,M,35,35-44,7,executive/managerial,95031
3357,M,25,25-34,18,tradesman/craftsman,64055
3358,F,25,25-34,1,academic/educator,91790
3359,M,25,25-34,20,writer,22936
3360,F,25,25-34,0,other or not specified,92646
3361,M,25,25-34,4,college/grad student,91790
3362,F,25,25-34,0,other or not specified,90212
3363,F,35,35-44,9,homemaker,04046
3364,M,56,56+,13,retired,17033
3365,M,50,50-55,17,technician/engineer,23059
3366,M,35,35-44,14,sales/marketing,08750
3367,M,50,50-55,16,self-employed,10025
3368,M,25,25-34,14,sales/marketing,55435
3369,M,45,45-49,18,tradesman/craftsman,14701
3370,M,18,18-24,4,college/grad student,92833
3371,M,25,25-34,2,artist,55405
3372,M,56,56+,13,retired,55118
3373,M,18,18-24,16,self-employed,94709
3374,M,35,35-44,5,customer service,64801
3375,M,25,25-34,4,college/grad student,89193
3376,M,35,35-44,16,self-employed,10803
3377,M,25,25-34,17,technician/engineer,03570
3378,M,18,18-24,4,college/grad student,48135
3379,M,35,35-44,1,academic/educator,20037
3380,M,50,50-55,0,other or not specified,20815
3381,M,25,25-34,0,other or not specified,96671
3382,F,1,Under 18,10,K-12 student,55305
3383,M,56,56+,16,self-employed,03070
3384,M,35,35-44,7,executive/managerial,91304
3385,F,25,25-34,9,homemaker,32212
3386,M,18,18-24,4,college/grad student,55414
3387,M,18,18-24,1,academic/educator,94706
3388,F,25,25-34,1,academic/educator,92646
3389,M,18,18-24,0,other or not specified,13603
3390,F,45,45-49,20,writer,02476
3391,M,18,18-24,4,college/grad student,48135
3392,M,50,50-55,6,doctor/health care,08108
3393,M,35,35-44,12,programmer,60563
3394,M,35,35-44,7,executive/managerial,90069
3395,M,25,25-34,7,executive/managerial,02134
3396,M,25,25-34,12,programmer,15217
3397,M,25,25-34,5,customer service,55414
3398,M,18,18-24,20,writer,30033
3399,M,25,25-34,4,college/grad student,14623
3400,M,25,25-34,14,sales/marketing,08742
3401,M,35,35-44,7,executive/managerial,76109
3402,M,35,35-44,20,writer,30306
3403,M,35,35-44,5,customer service,48342
3404,M,25,25-34,8,farmer,95380
3405,M,35,35-44,14,sales/marketing,92084
3406,F,25,25-34,7,executive/managerial,85214
3407,F,45,45-49,5,customer service,60050
3408,M,25,25-34,17,technician/engineer,14830
3409,M,25,25-34,4,college/grad student,48127
3410,M,35,35-44,1,academic/educator,20653
3411,M,18,18-24,4,college/grad student,02139
3412,M,25,25-34,18,tradesman/craftsman,85213
3413,F,25,25-34,17,technician/engineer,92084
3414,M,25,25-34,17,technician/engineer,75146
3415,M,35,35-44,7,executive/managerial,80129
3416,M,25,25-34,12,programmer,20850
3417,F,18,18-24,2,artist,14616
3418,F,18,18-24,3,clerical/admin,22305
3419,M,45,45-49,1,academic/educator,16801
3420,F,25,25-34,7,executive/managerial,48105
3421,M,45,45-49,7,executive/managerial,94501
3422,M,25,25-34,5,customer service,43221
3423,M,25,25-34,7,executive/managerial,84088
3424,M,25,25-34,6,doctor/health care,92111
3425,M,18,18-24,20,writer,48135
3426,M,25,25-34,20,writer,90046
3427,M,25,25-34,14,sales/marketing,78267
3428,M,45,45-49,1,academic/educator,47933
3429,F,25,25-34,7,executive/managerial,94602
3430,F,45,45-49,1,academic/educator,15208
3431,F,45,45-49,6,doctor/health care,48867
3432,M,25,25-34,12,programmer,27410
3433,M,18,18-24,12,programmer,55113
3434,M,18,18-24,4,college/grad student,48867
3435,M,45,45-49,1,academic/educator,48867
3436,M,35,35-44,0,other or not specified,98503
3437,F,25,25-34,0,other or not specified,37203
3438,F,25,25-34,0,other or not specified,78735
3439,M,18,18-24,17,technician/engineer,76116
3440,M,56,56+,17,technician/engineer,32822
3441,F,25,25-34,14,sales/marketing,94109
3442,M,18,18-24,12,programmer,20878
3443,F,35,35-44,17,technician/engineer,48219
3444,M,50,50-55,14,sales/marketing,33401
3445,F,35,35-44,20,writer,92009
3446,M,25,25-34,7,executive/managerial,30620
3447,M,25,25-34,12,programmer,94131
3448,F,18,18-24,3,clerical/admin,60640
3449,M,25,25-34,14,sales/marketing,02142
3450,M,25,25-34,5,customer service,78251
3451,F,25,25-34,11,lawyer,94117
3452,M,25,25-34,14,sales/marketing,07702
3453,M,35,35-44,7,executive/managerial,07981
3454,M,18,18-24,0,other or not specified,92122
3455,F,25,25-34,0,other or not specified,07701
3456,M,25,25-34,17,technician/engineer,54401
3457,M,25,25-34,20,writer,19083
3458,M,45,45-49,0,other or not specified,02131
3459,M,18,18-24,4,college/grad student,76266
3460,M,1,Under 18,4,college/grad student,10012
3461,M,35,35-44,0,other or not specified,95409
3462,F,25,25-34,4,college/grad student,73160
3463,M,25,25-34,15,scientist,80301
3464,F,25,25-34,14,sales/marketing,78251
3465,M,25,25-34,14,sales/marketing,45383
3466,M,25,25-34,14,sales/marketing,94306
3467,M,25,25-34,14,sales/marketing,55421
3468,M,25,25-34,20,writer,94546
3469,M,45,45-49,17,technician/engineer,02176
3470,M,35,35-44,17,technician/engineer,49887
3471,M,18,18-24,4,college/grad student,80302
3472,M,25,25-34,6,doctor/health care,33156
3473,F,35,35-44,16,self-employed,02472
3474,M,35,35-44,11,lawyer,10538
3475,M,25,25-34,14,sales/marketing,33133
3476,M,50,50-55,0,other or not specified,44126
3477,F,50,50-55,1,academic/educator,10024
3478,M,25,25-34,7,executive/managerial,10019
3479,M,18,18-24,4,college/grad student,78626
3480,M,25,25-34,0,other or not specified,59405
3481,M,18,18-24,4,college/grad student,94122
3482,M,50,50-55,17,technician/engineer,08043
3483,F,45,45-49,7,executive/managerial,30260
3484,M,18,18-24,4,college/grad student,28403
3485,M,25,25-34,0,other or not specified,94121
3486,F,18,18-24,0,other or not specified,98225
3487,M,18,18-24,4,college/grad student,60611
3488,M,45,45-49,17,technician/engineer,80228
3489,M,18,18-24,4,college/grad student,60201
3490,M,25,25-34,0,other or not specified,74136
3491,M,25,25-34,16,self-employed,28542
3492,M,35,35-44,7,executive/managerial,77005
3493,M,25,25-34,17,technician/engineer,61350
3494,M,25,25-34,1,academic/educator,28607
3495,M,18,18-24,4,college/grad student,94608
3496,M,35,35-44,5,customer service,92867
3497,F,35,35-44,2,artist,94109
3498,M,25,25-34,17,technician/engineer,28052
3499,M,25,25-34,3,clerical/admin,77006
3500,M,35,35-44,7,executive/managerial,20650
3501,F,35,35-44,7,executive/managerial,30309
3502,F,18,18-24,7,executive/managerial,80503
3503,M,18,18-24,4,college/grad student,59715
3504,M,18,18-24,7,executive/managerial,02215
3505,F,25,25-34,15,scientist,55455
3506,M,18,18-24,12,programmer,80503
3507,M,25,25-34,0,other or not specified,02472
3508,M,18,18-24,4,college/grad student,02151
3509,M,18,18-24,4,college/grad student,02115
3510,F,18,18-24,4,college/grad student,02142
3511,M,50,50-55,0,other or not specified,88004
3512,M,18,18-24,17,technician/engineer,02140
3513,M,25,25-34,16,self-employed,01890
3514,M,18,18-24,12,programmer,30318
3515,M,35,35-44,3,clerical/admin,55042
3516,M,18,18-24,4,college/grad student,42101
3517,M,18,18-24,12,programmer,53713
3518,F,18,18-24,7,executive/managerial,11215
3519,F,25,25-34,14,sales/marketing,11215
3520,M,25,25-34,0,other or not specified,40515
3521,M,25,25-34,0,other or not specified,53213
3522,M,18,18-24,0,other or not specified,97469
3523,M,35,35-44,7,executive/managerial,53404
3524,F,25,25-34,0,other or not specified,83355
3525,F,18,18-24,4,college/grad student,02142
3526,M,35,35-44,2,artist,62263-3004
3527,M,25,25-34,0,other or not specified,53213
3528,M,35,35-44,5,customer service,41144
3529,F,45,45-49,1,academic/educator,97361
3530,M,25,25-34,0,other or not specified,77058
3531,F,25,25-34,11,lawyer,55409
3532,F,35,35-44,14,sales/marketing,10028
3533,M,25,25-34,2,artist,55344
3534,M,35,35-44,17,technician/engineer,68506
3535,M,45,45-49,18,tradesman/craftsman,77630
3536,M,18,18-24,4,college/grad student,57103
3537,M,1,Under 18,10,K-12 student,97402
3538,M,35,35-44,0,other or not specified,40504
3539,F,25,25-34,4,college/grad student,77006
3540,M,18,18-24,17,technician/engineer,57106
3541,M,25,25-34,3,clerical/admin,02494
3542,M,25,25-34,15,scientist,14803
3543,M,25,25-34,17,technician/engineer,60659
3544,F,25,25-34,4,college/grad student,92507
3545,M,35,35-44,12,programmer,92507
3546,M,25,25-34,20,writer,41706
3547,M,35,35-44,16,self-employed,94108
3548,M,45,45-49,7,executive/managerial,92965
3549,F,35,35-44,7,executive/managerial,60137
3550,M,25,25-34,5,customer service,55447
3551,F,56,56+,0,other or not specified,98374
3552,F,35,35-44,2,artist,02879
3553,M,35,35-44,16,self-employed,61600
3554,M,25,25-34,15,scientist,15203
3555,M,56,56+,7,executive/managerial,55430
3556,M,25,25-34,17,technician/engineer,03038
3557,M,18,18-24,5,customer service,48185
3558,M,18,18-24,17,technician/engineer,66044
3559,M,18,18-24,4,college/grad student,11364
3560,F,25,25-34,6,doctor/health care,74105
3561,M,35,35-44,14,sales/marketing,63304
3562,F,25,25-34,6,doctor/health care,32812
3563,M,25,25-34,2,artist,33133
3564,M,25,25-34,11,lawyer,02169
3565,M,25,25-34,18,tradesman/craftsman,53572
3566,M,45,45-49,0,other or not specified,53818
3567,M,25,25-34,14,sales/marketing,54915
3568,M,25,25-34,0,other or not specified,98503
3569,F,18,18-24,2,artist,48823
3570,M,35,35-44,12,programmer,19050
3571,M,18,18-24,4,college/grad student,10044
3572,M,35,35-44,11,lawyer,04287
3573,M,1,Under 18,10,K-12 student,48867
3574,F,35,35-44,6,doctor/health care,33314
