,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12224,Bentleigh,2 Delhi St,2,h,1402000.0,S,Woodards,6/05/2017,13.0,3204.0,2.0,1.0,4.0,616.0,Glen Eira,-37.9257,145.0469,Southern Metropolitan,6795.0
12225,Bentleigh,10 Luckins Rd,3,h,1500000.0,S,HAR,6/05/2017,13.0,3204.0,3.0,1.0,2.0,657.0,Glen Eira,-37.9318,145.0448,Southern Metropolitan,6795.0
12227,Bentleigh,23 Auckland St,2,h,1100000.0,VB,Woodards,8/04/2017,13.0,3204.0,2.0,1.0,3.0,579.0,Glen Eira,-37.925,145.0467,Southern Metropolitan,6795.0
12228,Bentleigh,28 Campbell St,6,h,2000000.0,VB,Buxton,8/04/2017,13.0,3204.0,6.0,2.0,2.0,702.0,Glen Eira,-37.9193,145.033,Southern Metropolitan,6795.0
12229,Bentleigh,42 Hutchinson St,2,u,710000.0,S,Woodards,8/04/2017,13.0,3204.0,2.0,1.0,3.0,225.0,Glen Eira,-37.9243,145.0497,Southern Metropolitan,6795.0
12230,Bentleigh,4/2 Jasper Rd,2,t,620000.0,SP,McGrath,8/04/2017,13.0,3204.0,2.0,2.0,1.0,0.0,Glen Eira,-37.9329,145.0393,Southern Metropolitan,6795.0
12233,Bentleigh,4/10 Blair St,4,t,1105000.0,S,Hodges,13/05/2017,13.0,3204.0,4.0,2.0,1.0,207.0,Glen Eira,-37.9156,145.0355,Southern Metropolitan,6795.0
12234,Bentleigh,23A Fromer St,3,t,1303000.0,S,hockingstuart,13/05/2017,13.0,3204.0,3.0,2.0,2.0,334.0,Glen Eira,-37.9284,145.0428,Southern Metropolitan,6795.0
12238,Bentleigh,197A Jasper Rd,3,t,1375000.0,S,Buxton,20/05/2017,13.0,3204.0,3.0,3.0,2.0,338.0,Glen Eira,-37.9166,145.0418,Southern Metropolitan,6795.0
12239,Bentleigh,25B Luckins Rd,4,t,1300000.0,S,hockingstuart,20/05/2017,13.0,3204.0,4.0,2.0,2.0,352.0,Glen Eira,-37.9317,145.0463,Southern Metropolitan,6795.0
12240,Bentleigh,3 Rogers Rd,3,h,1286000.0,S,Woodards,20/05/2017,13.0,3204.0,3.0,1.0,2.0,614.0,Glen Eira,-37.9317,145.0427,Southern Metropolitan,6795.0
12241,Bentleigh,7 Rosina St,4,h,1920000.0,S,hockingstuart,20/05/2017,13.0,3204.0,4.0,2.0,2.0,650.0,Glen Eira,-37.9323,145.0445,Southern Metropolitan,6795.0
12242,Bentleigh,5 Smith St,3,h,1968500.0,S,hockingstuart,20/05/2017,13.0,3204.0,3.0,2.0,2.0,674.0,Glen Eira,-37.9179,145.0429,Southern Metropolitan,6795.0
12244,Bentleigh,6b Howell St,3,u,845000.0,S,Woodards,22/04/2017,13.0,3204.0,3.0,1.0,2.0,242.0,Glen Eira,-37.9302,145.0331,Southern Metropolitan,6795.0
12245,Bentleigh,8 Plym St,4,h,1107000.0,S,Woodards,22/04/2017,13.0,3204.0,4.0,2.0,2.0,478.0,Glen Eira,-37.9321,145.0361,Southern Metropolitan,6795.0
12246,Bentleigh,2/23 Whitmuir Rd,3,u,641500.0,S,hockingstuart,22/04/2017,13.0,3204.0,3.0,1.0,1.0,681.0,Glen Eira,-37.9145,145.0287,Southern Metropolitan,6795.0
12247,Bentleigh,52a Tucker Rd,2,u,725000.0,S,Buxton,29/04/2017,13.0,3204.0,2.0,1.0,1.0,0.0,Glen Eira,-37.9296,145.0498,Southern Metropolitan,6795.0
12250,Bentleigh East,1 Melva St,4,h,1515000.0,S,Buxton,6/05/2017,13.9,3165.0,4.0,3.0,2.0,635.0,Glen Eira,-37.9107,145.0745,Southern Metropolitan,10969.0
12252,Bentleigh East,7 Celia St,3,h,986000.0,S,Buxton,8/04/2017,13.9,3165.0,3.0,1.0,3.0,337.0,Glen Eira,-37.9331,145.0586,Southern Metropolitan,10969.0
12254,Bentleigh East,1/65 Blamey St,3,h,830000.0,PI,Thomson,13/05/2017,13.9,3165.0,3.0,1.0,2.0,290.0,Glen Eira,-37.9292,145.0689,Southern Metropolitan,10969.0
12256,Bentleigh East,1/32 Elizabeth St,3,t,767000.0,S,Gary,13/05/2017,13.9,3165.0,3.0,1.0,2.0,162.0,Glen Eira,-37.9229,145.0538,Southern Metropolitan,10969.0
12257,Bentleigh East,39 Elizabeth St,4,h,1860000.0,PI,hockingstuart,13/05/2017,13.9,3165.0,4.0,3.0,2.0,620.0,Glen Eira,-37.9228,145.0555,Southern Metropolitan,10969.0
12260,Bentleigh East,122B Tambet St,3,t,1200000.0,PI,Purplebricks,13/05/2017,13.9,3165.0,3.0,2.0,2.0,369.0,Glen Eira,-37.9092,145.0728,Southern Metropolitan,10969.0
12261,Bentleigh East,29 Argyle St,3,h,1175000.0,S,Buxton,20/05/2017,13.9,3165.0,3.0,1.0,2.0,625.0,Glen Eira,-37.911,145.075,Southern Metropolitan,10969.0
12262,Bentleigh East,28B Barrington St,3,t,1225000.0,S,hockingstuart,20/05/2017,13.9,3165.0,3.0,2.0,2.0,372.0,Glen Eira,-37.9127,145.0694,Southern Metropolitan,10969.0
12265,Bentleigh East,1/22 Brooks St,3,t,1055000.0,SP,Buxton,20/05/2017,13.9,3165.0,3.0,2.0,2.0,301.0,Glen Eira,-37.9167,145.077,Southern Metropolitan,10969.0
12268,Bentleigh East,6 Elswill St,5,h,1351000.0,S,Buxton,20/05/2017,13.9,3165.0,5.0,2.0,2.0,652.0,Glen Eira,-37.9311,145.0651,Southern Metropolitan,10969.0
12269,Bentleigh East,1 Heather St,2,h,1962000.0,S,Buxton,20/05/2017,13.9,3165.0,2.0,1.0,2.0,848.0,Glen Eira,-37.9199,145.0573,Southern Metropolitan,10969.0
12272,Bentleigh East,1/62 Tudor St,3,h,810000.0,PI,Buxton,20/05/2017,13.9,3165.0,3.0,1.0,1.0,294.0,Glen Eira,-37.919000000000004,145.0803,Southern Metropolitan,10969.0
12273,Bentleigh East,2/575 Warrigal Rd,3,t,850000.0,S,hockingstuart,20/05/2017,13.9,3165.0,3.0,2.0,2.0,321.0,Glen Eira,-37.9316,145.0806,Southern Metropolitan,10969.0
12275,Bentleigh East,2/16 Argyle St,2,u,535000.0,SP,hockingstuart,29/04/2017,13.9,3165.0,2.0,1.0,1.0,1026.0,Glen Eira,-37.911,145.0711,Southern Metropolitan,10969.0
12276,Bentleigh East,4 Box Ct,3,h,1640000.0,S,Buxton,29/04/2017,13.9,3165.0,3.0,1.0,2.0,733.0,Glen Eira,-37.9219,145.0518,Southern Metropolitan,10969.0
12279,Bentleigh East,2/10 Chester St,3,u,809000.0,S,Woodards,29/04/2017,13.9,3165.0,3.0,1.0,1.0,289.0,Glen Eira,-37.9211,145.0671,Southern Metropolitan,10969.0
12280,Bentleigh East,13 Delma St,3,h,1510000.0,S,Buxton,29/04/2017,13.9,3165.0,3.0,1.0,2.0,689.0,Glen Eira,-37.9317,145.0524,Southern Metropolitan,10969.0
12283,Bentleigh East,15 Lilac St,4,h,1292000.0,S,Woodards,29/04/2017,13.9,3165.0,4.0,1.0,2.0,587.0,Glen Eira,-37.9194,145.05700000000002,Southern Metropolitan,10969.0
12284,Bentleigh East,68 Mawby Rd,3,h,1165000.0,S,Buxton,29/04/2017,13.9,3165.0,3.0,1.0,2.0,589.0,Glen Eira,-37.9297,145.0563,Southern Metropolitan,10969.0
12285,Bentleigh East,978 North Rd,3,h,959000.0,S,Ray,29/04/2017,13.9,3165.0,3.0,2.0,2.0,557.0,Glen Eira,-37.9076,145.06799999999998,Southern Metropolitan,10969.0
12287,Bentleigh East,68 Tambet St,3,h,1251000.0,S,hockingstuart,29/04/2017,13.9,3165.0,3.0,1.0,1.0,612.0,Glen Eira,-37.9133,145.0719,Southern Metropolitan,10969.0
12288,Bentleigh East,76 Wingate St,3,h,1205000.0,S,Buxton,29/04/2017,13.9,3165.0,3.0,3.0,2.0,604.0,Glen Eira,-37.9362,145.0663,Southern Metropolitan,10969.0
12289,Box Hill,5/10 Camelia St,2,u,780000.0,S,Ray,6/05/2017,13.1,3128.0,2.0,1.0,1.0,171.0,Whitehorse,-37.8158,145.1384,Eastern Metropolitan,4605.0
12292,Box Hill,2/13 Oxford St,2,u,572000.0,SP,Barry,13/05/2017,13.1,3128.0,2.0,1.0,1.0,0.0,Whitehorse,-37.8219,145.1213,Eastern Metropolitan,4605.0
12293,Box Hill,32 Sweetland Rd,3,h,910000.0,S,Fletchers,13/05/2017,13.1,3128.0,3.0,1.0,2.0,414.0,Whitehorse,-37.8247,145.1359,Eastern Metropolitan,4605.0
12294,Box Hill,35 Barkly St,3,h,1760000.0,S,Noel,20/05/2017,13.1,3128.0,3.0,1.0,2.0,689.0,Whitehorse,-37.8262,145.1301,Eastern Metropolitan,4605.0
12295,Box Hill,22 Combarton St,5,h,1726000.0,S,Noel,20/05/2017,13.1,3128.0,5.0,2.0,2.0,631.0,Whitehorse,-37.8265,145.1276,Eastern Metropolitan,4605.0
12296,Box Hill,1A Maple St,2,t,990000.0,S,Fletchers,20/05/2017,13.1,3128.0,2.0,1.0,1.0,257.0,Whitehorse,-37.8259,145.1282,Eastern Metropolitan,4605.0
12297,Box Hill,4/18 Barkly St,2,u,646500.0,S,McGrath,22/04/2017,13.1,3128.0,2.0,1.0,1.0,156.0,Whitehorse,-37.8281,145.1305,Eastern Metropolitan,4605.0
12298,Box Hill,11 Howard St,3,h,2080000.0,S,Buxton,22/04/2017,13.1,3128.0,3.0,2.0,2.0,693.0,Whitehorse,-37.8229,145.1217,Eastern Metropolitan,4605.0
12302,Braybrook,96 Duke St,2,h,610000.0,S,Barry,6/05/2017,10.8,3019.0,2.0,1.0,2.0,555.0,Maribyrnong,-37.7854,144.8463,Western Metropolitan,3589.0
12304,Braybrook,1 Hinkler St,3,h,925000.0,S,S&L,8/04/2017,10.8,3019.0,3.0,1.0,2.0,597.0,Maribyrnong,-37.7888,144.8511,Western Metropolitan,3589.0
12306,Braybrook,16 Menzies St,2,h,760000.0,S,Douglas,8/04/2017,10.8,3019.0,2.0,1.0,1.0,604.0,Maribyrnong,-37.782,144.8528,Western Metropolitan,3589.0
12307,Braybrook,14 Arthur St,3,h,771000.0,S,S&L,20/05/2017,10.8,3019.0,3.0,1.0,0.0,556.0,Maribyrnong,-37.7904,144.8514,Western Metropolitan,3589.0
12308,Braybrook,13/25 Marnoo St,3,t,441700.0,SP,Barry,22/04/2017,10.8,3019.0,3.0,2.0,1.0,145.0,Maribyrnong,-37.7894,144.8463,Western Metropolitan,3589.0
12309,Braybrook,10 Sedge Cl,4,h,1000000.0,S,Nelson,22/04/2017,10.8,3019.0,4.0,3.0,2.0,475.0,Maribyrnong,-37.7759,144.8552,Western Metropolitan,3589.0
12310,Braybrook,30 Shepherd St,3,h,730000.0,SP,Village,29/04/2017,10.8,3019.0,3.0,1.0,3.0,586.0,Maribyrnong,-37.783,144.855,Western Metropolitan,3589.0
12314,Brighton,33 Brickwood St,3,h,2575000.0,S,Marshall,8/04/2017,11.2,3186.0,3.0,2.0,2.0,517.0,Bayside,-37.894,144.9977,Southern Metropolitan,10579.0
12315,Brighton,81 Carpenter St,4,t,2900000.0,VB,Kay,8/04/2017,11.2,3186.0,4.0,4.0,2.0,473.0,Bayside,-37.9104,144.9999,Southern Metropolitan,10579.0
12316,Brighton,161 Church St,5,h,5800000.0,PI,Castran,8/04/2017,11.2,3186.0,5.0,4.0,4.0,1276.0,Bayside,-37.9164,144.9974,Southern Metropolitan,10579.0
12317,Brighton,36 Meek St,3,h,2140000.0,S,hockingstuart,8/04/2017,11.2,3186.0,3.0,2.0,2.0,393.0,Bayside,-37.902,144.9922,Southern Metropolitan,10579.0
12318,Brighton,2 Normanby St,3,h,2225000.0,PI,Nick,8/04/2017,11.2,3186.0,3.0,2.0,2.0,0.0,Bayside,-37.911,144.9866,Southern Metropolitan,10579.0
12319,Brighton,147 North Rd,2,t,975000.0,PI,Marshall,8/04/2017,11.2,3186.0,2.0,1.0,1.0,444.0,Bayside,-37.8993,145.0046,Southern Metropolitan,10579.0
12320,Brighton,24 North Rd,4,h,4225000.0,S,Biggin,8/04/2017,11.2,3186.0,4.0,2.0,2.0,920.0,Bayside,-37.8981,144.9902,Southern Metropolitan,10579.0
12321,Brighton,8/20 Yuille St,3,t,2100000.0,S,Buxton,8/04/2017,11.2,3186.0,3.0,2.0,4.0,0.0,Bayside,-37.928000000000004,145.0002,Southern Metropolitan,10579.0
12322,Brighton,3/136 New St,3,u,1392000.0,S,hockingstuart,13/05/2017,11.2,3186.0,3.0,2.0,1.0,188.0,Bayside,-37.9181,144.9933,Southern Metropolitan,10579.0
12324,Brighton,552 New St,3,h,2445000.0,S,Marshall,13/05/2017,11.2,3186.0,3.0,3.0,2.0,440.0,Bayside,-37.8868,144.9968,Southern Metropolitan,10579.0
12325,Brighton,38/568 New St,2,u,520000.0,PI,hockingstuart,13/05/2017,11.2,3186.0,2.0,1.0,1.0,1647.0,Bayside,-37.8847,144.9972,Southern Metropolitan,10579.0
12328,Brighton,3/1 Thomson St,4,h,2000000.0,VB,Kay,13/05/2017,11.2,3186.0,4.0,2.0,2.0,286.0,Bayside,-37.8981,145.0,Southern Metropolitan,10579.0
12329,Brighton,39 Warleigh Gr,2,h,1350000.0,S,Hodges,13/05/2017,11.2,3186.0,2.0,1.0,1.0,873.0,Bayside,-37.9043,145.0048,Southern Metropolitan,10579.0
12331,Brighton,138 Bay St,3,h,1900000.0,S,hockingstuart,20/05/2017,11.2,3186.0,3.0,2.0,3.0,503.0,Bayside,-37.9049,144.9969,Southern Metropolitan,10579.0
12332,Brighton,1/21 Brickwood St,2,u,1002500.0,S,hockingstuart,20/05/2017,11.2,3186.0,2.0,1.0,1.0,118.0,Bayside,-37.8953,144.9974,Southern Metropolitan,10579.0
12335,Brighton,3 Hayball Ct,4,h,2415000.0,S,Buxton,20/05/2017,11.2,3186.0,4.0,3.0,2.0,402.0,Bayside,-37.9037,144.9926,Southern Metropolitan,10579.0
12336,Brighton,1/76 Whyte St,2,t,1055000.0,S,Marshall,20/05/2017,11.2,3186.0,2.0,1.0,2.0,211.0,Bayside,-37.921,144.9999,Southern Metropolitan,10579.0
12337,Brighton,56 Asling St,3,t,1990000.0,S,Buxton,22/04/2017,11.2,3186.0,3.0,2.0,2.0,0.0,Bayside,-37.900999999999996,145.0026,Southern Metropolitan,10579.0
12339,Brighton,5 Blairgowrie Ct,3,h,3025000.0,PI,Biggin,22/04/2017,11.2,3186.0,3.0,2.0,4.0,649.0,Bayside,-37.9056,144.9893,Southern Metropolitan,10579.0
12342,Brighton,868 Hampton St,3,h,1502000.0,S,Weston,22/04/2017,11.2,3186.0,3.0,1.0,1.0,431.0,Bayside,-37.9107,145.0077,Southern Metropolitan,10579.0
12343,Brighton,3/12 Wellington St,3,u,1221000.0,S,Nick,22/04/2017,11.2,3186.0,3.0,2.0,2.0,0.0,Bayside,-37.9163,144.9901,Southern Metropolitan,10579.0
12344,Brighton,3/30 Grosvenor St,4,h,2550000.0,SP,Hodges,29/04/2017,11.2,3186.0,4.0,3.0,2.0,263.0,Bayside,-37.9099,144.9899,Southern Metropolitan,10579.0
12345,Brighton,3 Rose St,2,t,1470000.0,S,Hodges,29/04/2017,11.2,3186.0,2.0,1.0,1.0,238.0,Bayside,-37.8985,145.0048,Southern Metropolitan,10579.0
12350,Brighton East,1/373 South Rd,3,u,725000.0,S,Buxton,8/04/2017,10.7,3187.0,3.0,1.0,1.0,137.0,Bayside,-37.9319,145.0282,Southern Metropolitan,6938.0
12351,Brighton East,7 Billson St,5,h,2140000.0,S,Marshall,13/05/2017,10.7,3187.0,5.0,2.0,2.0,780.0,Bayside,-37.9173,145.0142,Southern Metropolitan,6938.0
12352,Brighton East,36 Clinton St,4,h,1630000.0,S,RT,13/05/2017,10.7,3187.0,4.0,2.0,1.0,596.0,Bayside,-37.9113,145.0207,Southern Metropolitan,6938.0
12353,Brighton East,4/25 Cluden St,2,u,910000.0,S,Woodards,13/05/2017,10.7,3187.0,2.0,1.0,3.0,238.0,Bayside,-37.9126,145.0105,Southern Metropolitan,6938.0
12354,Brighton East,1 Curzon St,3,h,1975000.0,S,Kay,13/05/2017,10.7,3187.0,3.0,1.0,2.0,688.0,Bayside,-37.9212,145.013,Southern Metropolitan,6938.0
12355,Brighton East,40 Hodder St,3,h,1635000.0,S,Buxton,13/05/2017,10.7,3187.0,3.0,1.0,1.0,597.0,Bayside,-37.9064,145.0229,Southern Metropolitan,6938.0
12357,Brighton East,22 Milliara Gr,8,h,1880000.0,VB,Buxton,13/05/2017,10.7,3187.0,8.0,3.0,3.0,614.0,Bayside,-37.9097,145.0161,Southern Metropolitan,6938.0
12358,Brighton East,5 Valdemar Ct,3,h,1743000.0,S,Marshall,13/05/2017,10.7,3187.0,3.0,1.0,2.0,590.0,Bayside,-37.9287,145.0273,Southern Metropolitan,6938.0
12359,Brighton East,12 Agnew St,3,h,2291000.0,S,Marshall,20/05/2017,10.7,3187.0,3.0,2.0,2.0,530.0,Bayside,-37.9119,145.011,Southern Metropolitan,6938.0
12369,Brighton East,239 South Rd,3,h,1400000.0,S,Buxton,20/05/2017,10.7,3187.0,3.0,1.0,2.0,677.0,Bayside,-37.9304,145.0151,Southern Metropolitan,6938.0
12372,Brighton East,6 Coronation St,3,h,1640000.0,S,Hodges,22/04/2017,10.7,3187.0,3.0,1.0,1.0,590.0,Bayside,-37.9012,145.00799999999998,Southern Metropolitan,6938.0
12375,Brighton East,7 Holmhurst Ct,4,t,1700000.0,PI,Hodges,29/04/2017,10.7,3187.0,4.0,3.0,2.0,312.0,Bayside,-37.9295,145.0144,Southern Metropolitan,6938.0
12376,Brighton East,55 Milroy St,5,h,1900000.0,PI,Hodges,29/04/2017,10.7,3187.0,5.0,3.0,2.0,583.0,Bayside,-37.9057,145.0101,Southern Metropolitan,6938.0
12377,Brighton East,7/36 Union St,3,t,972000.0,S,Gary,29/04/2017,10.7,3187.0,3.0,2.0,1.0,119.0,Bayside,-37.9084,145.0118,Southern Metropolitan,6938.0
12379,Brunswick,129 Glenlyon Rd,3,h,1652000.0,S,Jellis,6/05/2017,5.2,3056.0,3.0,1.0,2.0,506.0,Moreland,-37.7723,144.9694,Northern Metropolitan,11918.0
12380,Brunswick,3/15 Mitchell St,2,u,735000.0,SP,Walshe,6/05/2017,5.2,3056.0,2.0,1.0,2.0,173.0,Moreland,-37.7586,144.9653,Northern Metropolitan,11918.0
12381,Brunswick,217 Victoria St,3,h,1210000.0,S,Woodards,6/05/2017,5.2,3056.0,3.0,1.0,0.0,282.0,Moreland,-37.7674,144.966,Northern Metropolitan,11918.0
12382,Brunswick,4/287 Albion St,1,h,412000.0,S,Nelson,8/04/2017,5.2,3056.0,1.0,1.0,1.0,85.0,Moreland,-37.7598,144.9563,Northern Metropolitan,11918.0
12383,Brunswick,2/199 Barkly St,1,u,528000.0,S,Nelson,8/04/2017,5.2,3056.0,1.0,1.0,1.0,0.0,Moreland,-37.7767,144.9676,Northern Metropolitan,11918.0
12384,Brunswick,10 Bennie St,3,h,1115000.0,S,Caine,8/04/2017,5.2,3056.0,3.0,1.0,1.0,249.0,Moreland,-37.7669,144.9664,Northern Metropolitan,11918.0
12385,Brunswick,373 Brunswick Rd,3,h,1300000.0,VB,Nelson,8/04/2017,5.2,3056.0,3.0,2.0,3.0,299.0,Moreland,-37.7759,144.952,Northern Metropolitan,11918.0
12386,Brunswick,2/15 De Carle St,2,u,320000.0,S,Ray,8/04/2017,5.2,3056.0,2.0,1.0,1.0,638.0,Moreland,-37.762,144.9647,Northern Metropolitan,11918.0
12387,Brunswick,1 Denman St,4,h,1500000.0,PI,Jellis,8/04/2017,5.2,3056.0,4.0,2.0,1.0,459.0,Moreland,-37.7548,144.9545,Northern Metropolitan,11918.0
12388,Brunswick,38 Edward St,3,h,1260000.0,S,Jellis,8/04/2017,5.2,3056.0,3.0,2.0,1.0,192.0,Moreland,-37.7743,144.9637,Northern Metropolitan,11918.0
12389,Brunswick,1/19 Manallack St,4,h,1210000.0,SP,Woodards,8/04/2017,5.2,3056.0,4.0,2.0,1.0,373.0,Moreland,-37.7733,144.9599,Northern Metropolitan,11918.0
12391,Brunswick,10 Staley St,3,h,1200000.0,S,Nelson,8/04/2017,5.2,3056.0,3.0,1.0,1.0,318.0,Moreland,-37.7648,144.9633,Northern Metropolitan,11918.0
12392,Brunswick,8/93 Tinning St,1,u,315000.0,S,Jellis,8/04/2017,5.2,3056.0,1.0,1.0,1.0,1403.0,Moreland,-37.7591,144.9577,Northern Metropolitan,11918.0
12394,Brunswick,17 Ballarat St,2,h,830000.0,VB,Nelson,13/05/2017,5.2,3056.0,2.0,1.0,1.0,153.0,Moreland,-37.766,144.9609,Northern Metropolitan,11918.0
12396,Brunswick,94 Davies St,4,h,1385000.0,PI,Jellis,13/05/2017,5.2,3056.0,4.0,2.0,4.0,650.0,Moreland,-37.7575,144.9716,Northern Metropolitan,11918.0
12397,Brunswick,25/5 Evans St,3,t,981000.0,SP,Nelson,13/05/2017,5.2,3056.0,3.0,2.0,1.0,122.0,Moreland,-37.7698,144.9661,Northern Metropolitan,11918.0
12398,Brunswick,7/675 Park St,1,u,418000.0,SP,Harcourts,13/05/2017,5.2,3056.0,1.0,1.0,1.0,0.0,Moreland,-37.7783,144.9635,Northern Metropolitan,11918.0
12399,Brunswick,7/200 Albion St,2,u,585000.0,PI,Jellis,20/05/2017,5.2,3056.0,2.0,1.0,1.0,430.0,Moreland,-37.7609,144.9623,Northern Metropolitan,11918.0
12401,Brunswick,6/1 Heller St,4,h,1900000.0,VB,Nelson,20/05/2017,5.2,3056.0,4.0,3.0,2.0,0.0,Moreland,-37.775,144.9513,Northern Metropolitan,11918.0
12402,Brunswick,41 Mountfield St,3,h,1450000.0,S,Jellis,20/05/2017,5.2,3056.0,3.0,1.0,2.0,304.0,Moreland,-37.762,144.9678,Northern Metropolitan,11918.0
12403,Brunswick,286 Barkly St,1,h,1200000.0,S,Barry,22/04/2017,5.2,3056.0,1.0,1.0,0.0,225.0,Moreland,-37.7761,144.9593,Northern Metropolitan,11918.0
12404,Brunswick,1/135 Brunswick Rd,2,t,600000.0,PI,Ray,22/04/2017,5.2,3056.0,2.0,1.0,1.0,109.0,Moreland,-37.7778,144.9683,Northern Metropolitan,11918.0
12405,Brunswick,68 Gold St,3,h,1075000.0,S,Nelson,22/04/2017,5.2,3056.0,3.0,1.0,0.0,222.0,Moreland,-37.7743,144.9569,Northern Metropolitan,11918.0
12406,Brunswick,13 Goodman St,2,h,884000.0,SP,Jellis,22/04/2017,5.2,3056.0,2.0,1.0,0.0,148.0,Moreland,-37.7731,144.9568,Northern Metropolitan,11918.0
12408,Brunswick,64 Tinning St,3,h,957000.0,SP,hockingstuart,22/04/2017,5.2,3056.0,3.0,1.0,2.0,80.0,Moreland,-37.7589,144.9588,Northern Metropolitan,11918.0
12409,Brunswick,2/139 Union St,2,u,480000.0,VB,Brad,22/04/2017,5.2,3056.0,2.0,1.0,1.0,557.0,Moreland,-37.7732,144.951,Northern Metropolitan,11918.0
12410,Brunswick,251 Albion St,4,h,1650000.0,S,Brad,29/04/2017,5.2,3056.0,4.0,2.0,4.0,670.0,Moreland,-37.7602,144.9591,Northern Metropolitan,11918.0
12412,Brunswick,11 Garnet St,3,h,1440000.0,S,Jellis,29/04/2017,5.2,3056.0,3.0,1.0,1.0,408.0,Moreland,-37.7587,144.9529,Northern Metropolitan,11918.0
12413,Brunswick,9 Goodman St,2,h,955000.0,S,Woodards,29/04/2017,5.2,3056.0,2.0,1.0,0.0,1328.0,Moreland,-37.7731,144.9568,Northern Metropolitan,11918.0
12415,Brunswick East,164 Blyth St,4,h,1310000.0,S,Jellis,8/04/2017,4.5,3057.0,4.0,1.0,2.0,449.0,Moreland,-37.7671,144.9762,Northern Metropolitan,5533.0
12419,Brunswick East,22 Hickford St,2,h,1283000.0,S,Jellis,13/05/2017,4.5,3057.0,2.0,1.0,1.0,263.0,Moreland,-37.7661,144.9742,Northern Metropolitan,5533.0
12420,Brunswick East,7 Leyden St,2,h,1025000.0,S,Nelson,13/05/2017,4.5,3057.0,2.0,1.0,0.0,121.0,Moreland,-37.7744,144.9733,Northern Metropolitan,5533.0
12421,Brunswick East,5 Linden St,2,h,1015000.0,S,Nelson,13/05/2017,4.5,3057.0,2.0,1.0,0.0,137.0,Moreland,-37.7738,144.9733,Northern Metropolitan,5533.0
12422,Brunswick East,503/200 Lygon St,2,u,500000.0,S,Jellis,13/05/2017,4.5,3057.0,2.0,1.0,1.0,1556.0,Moreland,-37.7721,144.9719,Northern Metropolitan,5533.0
12423,Brunswick East,906/330 Lygon St,2,u,550000.0,SP,Nelson,13/05/2017,4.5,3057.0,2.0,1.0,1.0,1611.0,Moreland,-37.7685,144.9724,Northern Metropolitan,5533.0
12424,Brunswick East,1/134 Mitchell St,2,u,460000.0,SP,Nelson,13/05/2017,4.5,3057.0,2.0,1.0,1.0,0.0,Moreland,-37.76,144.9757,Northern Metropolitan,5533.0
12425,Brunswick East,235 Nicholson St,1,h,1185000.0,S,Nicholson,13/05/2017,4.5,3057.0,1.0,1.0,0.0,365.0,Moreland,-37.7667,144.9802,Northern Metropolitan,5533.0
12426,Brunswick East,15/67 Nicholson St,2,u,435000.0,SP,Pagan,13/05/2017,4.5,3057.0,2.0,1.0,1.0,0.0,Moreland,-37.7755,144.9786,Northern Metropolitan,5533.0
12427,Brunswick East,41 Gear St,2,t,690000.0,S,Jellis,20/05/2017,4.5,3057.0,2.0,1.0,1.0,3886.0,Moreland,-37.7762,144.9771,Northern Metropolitan,5533.0
12428,Brunswick East,314/360 Lygon St,1,u,385000.0,VB,Jellis,20/05/2017,4.5,3057.0,1.0,1.0,1.0,0.0,Moreland,-37.7679,144.9725,Northern Metropolitan,5533.0
12429,Brunswick East,3/6 Methven St,2,u,632000.0,S,McDonald,20/05/2017,4.5,3057.0,2.0,1.0,2.0,65.0,Moreland,-37.7724,144.9741,Northern Metropolitan,5533.0
12431,Brunswick East,9/211 Weston St,2,u,835000.0,SP,Jellis,20/05/2017,4.5,3057.0,2.0,1.0,2.0,0.0,Moreland,-37.7761,144.975,Northern Metropolitan,5533.0
12433,Brunswick East,7 Weigall St,3,h,1500000.0,S,Jellis,22/04/2017,4.5,3057.0,3.0,1.0,3.0,446.0,Moreland,-37.7682,144.9835,Northern Metropolitan,5533.0
12435,Brunswick West,1/5 Allard St,2,u,407500.0,SP,hockingstuart,6/05/2017,5.9,3055.0,2.0,1.0,1.0,1097.0,Moreland,-37.7686,144.9421,Northern Metropolitan,7082.0
12437,Brunswick West,6A Duggan St,3,t,670000.0,S,Raine,6/05/2017,5.9,3055.0,3.0,1.0,2.0,176.0,Moreland,-37.7597,144.9404,Northern Metropolitan,7082.0
12438,Brunswick West,22 Henderson St,2,h,825000.0,PI,Nelson,6/05/2017,5.9,3055.0,2.0,1.0,0.0,207.0,Moreland,-37.7622,144.9406,Northern Metropolitan,7082.0
12439,Brunswick West,1 McLean St,3,h,645000.0,SP,Nelson,6/05/2017,5.9,3055.0,3.0,3.0,1.0,131.0,Moreland,-37.7559,144.9378,Northern Metropolitan,7082.0
12444,Brunswick West,48 Smith St,3,h,1222000.0,S,Nelson,8/04/2017,5.9,3055.0,3.0,1.0,1.0,380.0,Moreland,-37.7677,144.946,Northern Metropolitan,7082.0
12445,Brunswick West,28 Cadman St,3,h,1060000.0,S,Walshe,13/05/2017,5.9,3055.0,3.0,1.0,2.0,465.0,Moreland,-37.7572,144.9486,Northern Metropolitan,7082.0
