Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Watsonia,28 Papua St,2,h,701000,S,Barry,28/05/2016,14.9,3087,4,1,2,762,98,1970,Banyule,-37.7112,145.0861,Northern Metropolitan,2329
Watsonia,5 Princes St,3,h,645000,S,Ray,28/08/2016,14.9,3087,3,1,1,355,111,1966,Banyule,-37.7065,145.0825,Northern Metropolitan,2329
Watsonia,25 Grace St,3,h,,SN,Barry,30/07/2016,14.9,3087,3,1,2,698,167,1960,Banyule,-37.7103,145.0803,Northern Metropolitan,2329
Watsonia,36 Powley Pde,3,h,838000,S,Barry,30/07/2016,14.9,3087,3,1,2,828,,,Banyule,-37.7161,145.0804,Northern Metropolitan,2329
West Melbourne,44 Anderson St,3,t,1010000,S,Jellis,3/09/2016,1.9,3003,3,3,2,0,132,1940,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230
West Melbourne,1004/58 Jeffcott St,3,u,650000,S,MICM,3/12/2016,1.9,3003,3,2,1,0,,,Melbourne,-37.8117,144.9518,Northern Metropolitan,2230
West Melbourne,115 Abbotsford St,3,h,1260000,S,Alexkarbon,4/06/2016,1.9,3003,2,3,2,506,195,2000,Melbourne,-37.805,144.9448,Northern Metropolitan,2230
West Melbourne,302/118 Dudley St,1,u,,W,Pagan,4/06/2016,1.9,3003,1,1,1,2794,47,2005,Melbourne,-37.8094,144.9514,Northern Metropolitan,2230
West Melbourne,10/18 Ireland St,1,u,460000,PI,Nelson,4/06/2016,1.9,3003,1,1,1,0,52,2000,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230
West Melbourne,306/145 Roden St,2,u,,PI,Edward,4/06/2016,1.9,3003,2,1,1,0,,,Melbourne,-37.8084,144.9473,Northern Metropolitan,2230
West Melbourne,96 Roden St,3,h,2370000,S,Alexkarbon,4/06/2016,1.9,3003,3,3,2,265,280,1880,Melbourne,-37.8073,144.9481,Northern Metropolitan,2230
West Melbourne,8/115 Stanley St,2,t,800000,VB,Nelson,6/08/2016,1.9,3003,2,2,2,54,89,2006,Melbourne,-37.8094,144.9479,Northern Metropolitan,2230
West Melbourne,9/24 Ireland St,1,u,550000,S,Nelson,7/05/2016,1.9,3003,1,1,1,0,207,1930,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230
West Melbourne,108/33 Jeffcott St,3,u,660000,PI,hockingstuart,7/05/2016,1.9,3003,3,2,1,0,100,1998,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230
West Melbourne,1/44 Chetwynd street,2,u,836000,S,Collins,7/11/2016,1.9,3003,,,,,,,,,,Northern Metropolitan,2230
West Melbourne,2/212 Roden St,2,t,1055000,S,Jellis,8/10/2016,1.9,3003,2,1,1,0,154,2009,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230
West Melbourne,6/234 Roden St,3,t,,SP,Nelson,10/12/2016,1.9,3003,3,2,1,650,127,2011,Melbourne,-37.8098,144.9448,Northern Metropolitan,2230
West Melbourne,410/118 Dudley St,1,u,,PI,Greg,14/05/2016,1.9,3003,1,1,0,0,40,2002,Melbourne,-37.8094,144.9514,Northern Metropolitan,2230
West Melbourne,47 Hawke St,5,h,,SN,W.B.,14/05/2016,1.9,3003,5,1,1,221,,1872,Melbourne,-37.8065,144.9479,Northern Metropolitan,2230
West Melbourne,24 Franklin Pl,3,t,,PI,Jellis,15/10/2016,1.9,3003,2,2,2,0,100,1900,Melbourne,-37.812,144.9491,Northern Metropolitan,2230
West Melbourne,38/28 Jeffcott St,4,u,860000,S,MICM,17/09/2016,1.9,3003,,,,,,,,,,Northern Metropolitan,2230
West Melbourne,304/162 Rosslyn St,2,u,,PN,Rombotis,18/03/2017,1.9,3003,2,1,1,0,54,2014,Melbourne,-37.8091,144.949,Northern Metropolitan,2230
West Melbourne,9/561 Spencer St,3,u,995000,S,Alexkarbon,18/03/2017,1.9,3003,3,1,1,0,153,1940,Melbourne,-37.8076,144.9474,Northern Metropolitan,2230
West Melbourne,6/40 Batman St,3,t,1130000,PI,Caine,18/06/2016,1.9,3003,3,2,2,116,,2002,Melbourne,-37.8102,144.9515,Northern Metropolitan,2230
West Melbourne,34 Eades Pl,3,h,,SP,Nelson,22/08/2016,1.9,3003,3,2,0,57,110,1880,Melbourne,-37.8058,144.9511,Northern Metropolitan,2230
West Melbourne,209/5 Stawell St,1,u,443000,S,Nelson,24/09/2016,1.9,3003,1,1,1,547,58,1900,Melbourne,-37.806,144.942,Northern Metropolitan,2230
West Melbourne,7/88 Ireland St,3,t,1120000,S,Jellis,25/02/2017,1.9,3003,3,3,1,801,122,2008,Melbourne,-37.8067,144.9435,Northern Metropolitan,2230
West Melbourne,3/28 Jeffcott St,2,u,682000,SP,Woodards,25/02/2017,1.9,3003,,,,,,,,,,Northern Metropolitan,2230
West Melbourne,11/24 Ireland St,1,u,482000,SP,Nelson,26/07/2016,1.9,3003,1,1,1,0,62,1930,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230
West Melbourne,5/467 King St,2,u,620000,S,Jellis,28/05/2016,1.9,3003,2,1,1,0,83,2002,Melbourne,-37.8091,144.952,Northern Metropolitan,2230
West Melbourne,44 Miller St,4,h,2100000,S,Brad,28/05/2016,1.9,3003,4,1,0,440,,,Melbourne,-37.8056,144.9463,Northern Metropolitan,2230
West Melbourne,19/33 Jeffcott St,3,u,601000,S,MICM,30/07/2016,1.9,3003,2,1,1,0,81,1996,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230
Williamstown,4 Freyer St,4,h,1325000,S,hockingstuart,3/09/2016,8,3016,3,2,1,452,,,Hobsons Bay,-37.855,144.8905,Western Metropolitan,6380
Williamstown,46 Pasco St,4,h,1400000,S,Gunn&Co,3/09/2016,8,3016,4,2,1,320,160,1950,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380
Williamstown,8 Pope Pl,3,h,920000,SP,Sweeney,3/09/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,54 Twyford St,3,h,1535000,S,Greg,3/09/2016,8,3016,3,1,1,507,186,1910,Hobsons Bay,-37.8681,144.8994,Western Metropolitan,6380
Williamstown,2/20 Victoria St,3,u,890000,S,Gunn&Co,3/12/2016,8,3016,3,1,3,0,111,1980,Hobsons Bay,-37.8663,144.8883,Western Metropolitan,6380
Williamstown,35 Chandler St,4,h,1400000,PI,hockingstuart,4/03/2017,8,3016,4,2,4,457,,,Hobsons Bay,-37.8517,144.8923,Western Metropolitan,6380
Williamstown,43B Cole St,3,h,1800000,VB,Raine,4/03/2017,8,3016,3,2,2,332,252,2006,Hobsons Bay,-37.8652,144.9019,Western Metropolitan,6380
Williamstown,8 Long St,2,h,1050000,S,Sweeney,4/03/2017,8,3016,2,1,4,445,148,,Hobsons Bay,-37.8615,144.8827,Western Metropolitan,6380
Williamstown,22 Station Rd,2,h,850000,SP,Greg,4/03/2017,8,3016,2,1,1,278,,,Hobsons Bay,-37.857,144.8906,Western Metropolitan,6380
Williamstown,19 Verdon St,4,h,2910000,SP,Greg,4/03/2017,8,3016,4,3,0,338,196,1890,Hobsons Bay,-37.8633,144.8963,Western Metropolitan,6380
Williamstown,56 Verdon St,3,h,2910000,SP,Greg,4/03/2017,8,3016,3,3,2,515,286,1990,Hobsons Bay,-37.8609,144.8947,Western Metropolitan,6380
Williamstown,7 Victoria St,4,h,2640000,S,Williams,4/03/2017,8,3016,4,2,2,650,,,Hobsons Bay,-37.8671,144.8875,Western Metropolitan,6380
Williamstown,110 Bayview St,3,h,1200000,S,RT,4/06/2016,8,3016,3,2,2,315,174,1990,Hobsons Bay,-37.8595,144.8868,Western Metropolitan,6380
Williamstown,27a Perry St,4,h,2000000,S,Sweeney,4/06/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,64 Twyford St,4,h,3130000,S,RT,4/06/2016,8,3016,4,2,2,897,,1920,Hobsons Bay,-37.8679,144.899,Western Metropolitan,6380
Williamstown,25 Anzac Cr,2,h,1500000,SP,Greg,6/08/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,74 Thompson St,4,h,,S,RT,6/08/2016,8,3016,3,0,0,344,,,Hobsons Bay,-37.8683,144.9025,Western Metropolitan,6380
Williamstown,12 McGuire Cr,3,h,825000,S,Williams,7/05/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,98 Osborne St,3,h,1460000,S,Greg,7/05/2016,8,3016,3,1,2,373,107,1970,Hobsons Bay,-37.8661,144.8973,Western Metropolitan,6380
Williamstown,8/99 Verdon St,1,u,310000,SP,Sweeney,7/05/2016,8,3016,1,1,1,0,58,1968,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380
Williamstown,20 Bates Dr,3,h,1200000,S,Williams,7/11/2016,8,3016,3,2,2,348,200,1997,Hobsons Bay,-37.8578,144.8799,Western Metropolitan,6380
Williamstown,28 Council La,3,h,1560000,SP,Greg,7/11/2016,8,3016,3,2,2,310,179,2005,Hobsons Bay,-37.8644,144.9039,Western Metropolitan,6380
Williamstown,8/29 Dover Rd,1,u,,PN,Raine,7/11/2016,8,3016,1,1,1,0,,,Hobsons Bay,-37.8559,144.8994,Western Metropolitan,6380
Williamstown,19 Perry St,3,h,1575000,S,Greg,7/11/2016,8,3016,3,2,3,430,215,1996,Hobsons Bay,-37.8613,144.8939,Western Metropolitan,6380
Williamstown,13/8 The Strand,2,t,830000,SP,Greg,7/11/2016,8,3016,2,1,1,84,110,1980,Hobsons Bay,-37.8581,144.9015,Western Metropolitan,6380
Williamstown,19/8 The Strand,2,t,830000,SP,Greg,7/11/2016,8,3016,2,1,0,56,,,Hobsons Bay,-37.8581,144.9011,Western Metropolitan,6380
Williamstown,17 Station Rd,4,h,1085000,S,Greg,8/10/2016,8,3016,3,1,2,458,,,Hobsons Bay,-37.8571,144.8915,Western Metropolitan,6380
Williamstown,73 Victoria St,4,h,1815000,PI,Sweeney,8/10/2016,8,3016,4,3,2,321,287,,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380
Williamstown,17 Yarra St,3,h,1470000,S,Jas,8/10/2016,8,3016,3,2,1,364,93,1970,Hobsons Bay,-37.8513,144.8961,Western Metropolitan,6380
Williamstown,33 Hannan St,4,h,2230000,S,Greg,10/09/2016,8,3016,3,2,2,782,212,1900,Hobsons Bay,-37.8647,144.8867,Western Metropolitan,6380
Williamstown,22 Bayview St,3,t,1460000,S,Greg,10/12/2016,8,3016,3,2,2,506,180,2010,Hobsons Bay,-37.8658,144.8857,Western Metropolitan,6380
Williamstown,164 Coogee La,5,h,1410000,SP,Sweeney,10/12/2016,8,3016,5,2,2,195,260,,Hobsons Bay,-37.8643,144.8935,Western Metropolitan,6380
Williamstown,5/28 Hanmer St,2,u,,SN,Sweeney,10/12/2016,8,3016,2,1,1,0,73,1970,Hobsons Bay,-37.8668,144.906,Western Metropolitan,6380
Williamstown,3 Hosking Ct,3,h,,S,Jas,10/12/2016,8,3016,3,1,2,261,,,Hobsons Bay,-37.8576,144.8792,Western Metropolitan,6380
Williamstown,14 Illawarra St,2,h,940000,S,RT,10/12/2016,8,3016,2,1,0,166,,1986,Hobsons Bay,-37.8695,144.9009,Western Metropolitan,6380
Williamstown,2b Mariner St,3,h,,SN,Raine,10/12/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,73 Victoria St,4,h,1900000,SP,Village,11/03/2017,8,3016,4,3,2,321,287,,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380
Williamstown,112 Crofton Dr,4,h,1330000,S,Williams,12/11/2016,8,3016,4,3,2,217,266,2003,Hobsons Bay,-37.8634,144.8796,Western Metropolitan,6380
Williamstown,5 Railway Pl,3,h,1010000,PI,Sweeney,12/11/2016,8,3016,3,2,2,250,185,,Hobsons Bay,-37.8667,144.903,Western Metropolitan,6380
Williamstown,20 Proctor St,3,h,1010000,S,Raine,13/08/2016,8,3016,3,2,2,418,204,1995,Hobsons Bay,-37.8571,144.8767,Western Metropolitan,6380
Williamstown,5/72 Dover Rd,2,u,450000,S,Williams,14/05/2016,8,3016,2,1,2,0,,,Hobsons Bay,-37.8536,144.899,Western Metropolitan,6380
Williamstown,5/77 Dover Rd,2,u,513500,S,RT,14/05/2016,8,3016,2,1,1,0,72,1980,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380
Williamstown,102 John St,2,h,1000000,S,Jas,15/10/2016,8,3016,2,1,0,240,,,Hobsons Bay,-37.8544,144.8922,Western Metropolitan,6380
Williamstown,24/18 Station Rd,2,u,415000,S,Greg,15/10/2016,8,3016,2,1,1,0,,,Hobsons Bay,-37.857,144.891,Western Metropolitan,6380
Williamstown,22 Burbidge Dr,3,h,906000,SP,Compton,16/04/2016,8,3016,3,2,2,270,,,Hobsons Bay,-37.8608,144.8803,Western Metropolitan,6380
Williamstown,71 Hannan St,4,h,1805000,S,Greg,16/04/2016,8,3016,3,2,2,466,160,1930,Hobsons Bay,-37.8621,144.8872,Western Metropolitan,6380
Williamstown,46 Illawarra St,3,h,,SN,Greg,16/04/2016,8,3016,3,2,1,337,,,Hobsons Bay,-37.8687,144.8984,Western Metropolitan,6380
Williamstown,169 Nelson Pl,3,h,,S,Rodney,16/04/2016,8,3016,2,1,1,146,200,,Hobsons Bay,-37.8631,144.9038,Western Metropolitan,6380
Williamstown,16 Princes St,4,h,1126000,SP,Raine&Horne,16/04/2016,8,3016,4,1,1,307,150,1900,Hobsons Bay,-37.8525,144.8945,Western Metropolitan,6380
Williamstown,21a Station Rd,3,t,935000,SP,Sweeney,16/04/2016,8,3016,3,2,1,233,194,2002,Hobsons Bay,-37.8573,144.8911,Western Metropolitan,6380
Williamstown,16 Merrett Dr,4,h,,SP,Ray,16/07/2016,8,3016,4,2,2,319,220,1997,Hobsons Bay,-37.8622,144.8798,Western Metropolitan,6380
Williamstown,16 Oconnell Mw,3,h,1205000,SP,Williams,16/07/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,200 Osborne St,5,h,,SP,Greg,16/07/2016,8,3016,5,2,3,1019,278,1915,Hobsons Bay,-37.8642,144.8915,Western Metropolitan,6380
Williamstown,53 Thompson St,3,h,,SP,Sweeney,16/07/2016,8,3016,3,2,2,386,204,2000,Hobsons Bay,-37.8659,144.9044,Western Metropolitan,6380
Williamstown,18 James St,2,h,895000,SA,Hunter,17/09/2016,8,3016,2,2,1,193,,,Hobsons Bay,-37.858,144.9005,Western Metropolitan,6380
Williamstown,1 Laverton St,2,h,890000,VB,Greg,17/09/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,4/54 Yarra St,2,u,375000,SP,Williams,17/09/2016,8,3016,2,1,1,0,49,1970,Hobsons Bay,-37.8504,144.8924,Western Metropolitan,6380
Williamstown,79 Aitken St,3,h,1000000,S,Greg,18/03/2017,8,3016,3,1,2,189,,,Hobsons Bay,-37.8643,144.9043,Western Metropolitan,6380
Williamstown,45 Albert St,2,h,769000,S,RT,18/06/2016,8,3016,2,1,1,265,,,Hobsons Bay,-37.853,144.8928,Western Metropolitan,6380
Williamstown,26 Collins St,3,h,1270000,S,Williams,19/11/2016,8,3016,3,1,2,470,,,Hobsons Bay,-37.8587,144.8871,Western Metropolitan,6380
Williamstown,6 Crofton Dr,3,h,,SN,Williams,19/11/2016,8,3016,3,2,2,352,286,2000,Hobsons Bay,-37.863,144.8787,Western Metropolitan,6380
Williamstown,4/77 Dover Rd,2,u,,SN,RT,19/11/2016,8,3016,2,1,1,0,,,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380
Williamstown,1 Lenore Cr,3,h,,SN,Williams,19/11/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,24 Merrett Dr,4,h,1172000,S,Village,19/11/2016,8,3016,4,2,2,344,,,Hobsons Bay,-37.8617,144.8799,Western Metropolitan,6380
Williamstown,175 Douglas Pde,3,h,1360000,S,Sweeney,22/05/2016,8,3016,3,1,1,477,,1930,Hobsons Bay,-37.8516,144.8949,Western Metropolitan,6380
Williamstown,104 Hannan St,4,h,2050000,S,Sweeney,22/05/2016,8,3016,4,2,2,648,285,2011,Hobsons Bay,-37.8601,144.8879,Western Metropolitan,6380
Williamstown,116a Hannan St,3,h,975000,PI,Sweeney,22/05/2016,8,3016,3,2,2,289,158,,Hobsons Bay,-37.8593,144.8881,Western Metropolitan,6380
Williamstown,33 Cecil St,3,h,1310000,S,Sweeney,24/09/2016,8,3016,3,2,1,185,139,1900,Hobsons Bay,-37.8664,144.9072,Western Metropolitan,6380
Williamstown,105 Dover Rd,4,t,830000,SP,Gunn&Co,24/09/2016,8,3016,4,1,2,0,,,Hobsons Bay,-37.8519,144.8968,Western Metropolitan,6380
Williamstown,6/13 Dover Rd,2,u,491500,S,RT,24/09/2016,8,3016,2,1,1,0,61,1970,Hobsons Bay,-37.8563,144.8995,Western Metropolitan,6380
Williamstown,2 Heriot Pl,3,h,,SN,Williams,24/09/2016,8,3016,3,3,1,197,144,2016,Hobsons Bay,-37.8649,144.9069,Western Metropolitan,6380
Williamstown,2/4 Lyons St,2,u,547500,SP,Greg,24/09/2016,8,3016,2,1,1,0,60,1980,Hobsons Bay,-37.8612,144.8971,Western Metropolitan,6380
Williamstown,10 Alma Tce,2,h,,SN,Sweeney,25/02/2017,8,3016,2,1,2,213,,,Hobsons Bay,-37.8514,144.8927,Western Metropolitan,6380
Williamstown,29 Bates Dr,3,h,,S,Sweeney,25/02/2017,8,3016,3,2,3,457,176,,Hobsons Bay,-37.858,144.8794,Western Metropolitan,6380
Williamstown,120 Cecil St,5,h,,SN,Greg,25/02/2017,8,3016,5,3,3,1037,355,1910,Hobsons Bay,-37.8629,144.9006,Western Metropolitan,6380
Williamstown,5 Ellery La,3,t,965000,S,Sweeney,25/02/2017,8,3016,3,2,1,151,148,,Hobsons Bay,-37.8666,144.9058,Western Metropolitan,6380
Williamstown,26A Macquarie St,3,h,1262000,S,Williams,25/02/2017,8,3016,3,2,2,204,,,Hobsons Bay,-37.8551,144.8959,Western Metropolitan,6380
Williamstown,77 Melbourne Rd,3,h,1210000,S,Williams,25/02/2017,8,3016,3,1,0,249,85,1910,Hobsons Bay,-37.86,144.895,Western Metropolitan,6380
Williamstown,9/99 Melbourne Rd,2,u,412000,SP,Williams,25/02/2017,8,3016,2,1,1,0,65,1980,Hobsons Bay,-37.8586,144.8937,Western Metropolitan,6380
Williamstown,81 Parker St,2,h,1337500,SP,Raine,25/02/2017,8,3016,2,1,0,297,,,Hobsons Bay,-37.8645,144.8977,Western Metropolitan,6380
Williamstown,2 Pope Pl,3,t,1230000,SP,Sweeney,25/02/2017,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,8 Radford St,4,h,,VB,Greg,25/02/2017,8,3016,4,2,2,418,226,1980,Hobsons Bay,-37.863,144.8825,Western Metropolitan,6380
Williamstown,18A Rennie St,2,h,811000,S,RT,25/02/2017,8,3016,2,1,2,183,,,Hobsons Bay,-37.8555,144.8952,Western Metropolitan,6380
Williamstown,50 Thompson St,4,h,1630000,S,Greg,25/02/2017,8,3016,4,2,2,265,197,2010,Hobsons Bay,-37.8656,144.9039,Western Metropolitan,6380
Williamstown,24 John St,2,h,920000,S,Jas,26/07/2016,8,3016,2,1,1,307,,,Hobsons Bay,-37.855,144.8985,Western Metropolitan,6380
Williamstown,166 Cecil St,3,h,960000,SP,Gunn&Co,27/06/2016,8,3016,3,2,1,189,,1977,Hobsons Bay,-37.8605,144.8998,Western Metropolitan,6380
Williamstown,118 Hannan St,3,h,1482500,S,Sweeney,27/06/2016,8,3016,3,2,1,506,139,1910,Hobsons Bay,-37.8592,144.888,Western Metropolitan,6380
Williamstown,19 MacLean St,4,h,1300000,PI,Sweeney,27/06/2016,8,3016,4,2,2,369,250,1980,Hobsons Bay,-37.8576,144.8992,Western Metropolitan,6380
Williamstown,44 Parker St,3,h,1378000,SP,Williams,27/06/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,139 Cecil St,4,h,2255000,S,Raine,27/11/2016,8,3016,4,1,3,765,257,1880,Hobsons Bay,-37.8621,144.8999,Western Metropolitan,6380
Williamstown,233 Nelson Pl,4,h,1860000,S,Sweeney,27/11/2016,8,3016,4,2,0,199,242,,Hobsons Bay,-37.8615,144.9023,Western Metropolitan,6380
Williamstown,68 Osborne St,3,h,1710000,SP,RT,27/11/2016,8,3016,3,2,1,260,170,2016,Hobsons Bay,-37.8671,144.9001,Western Metropolitan,6380
Williamstown,42 Pasco St,4,h,,S,RT,27/11/2016,8,3016,4,3,4,545,,,Hobsons Bay,-37.8612,144.899,Western Metropolitan,6380
Williamstown,11 Sandpiper Pl,4,h,2440000,S,Sweeney,27/11/2016,8,3016,4,3,3,500,278,2005,Hobsons Bay,-37.8638,144.8798,Western Metropolitan,6380
Williamstown,2/125 Ferguson St,1,u,331000,S,Williams,28/05/2016,8,3016,1,1,1,0,,,Hobsons Bay,-37.8586,144.8933,Western Metropolitan,6380
Williamstown,14 Osborne St,4,h,,SP,Greg,28/05/2016,8,3016,3,3,0,502,210,1890,Hobsons Bay,-37.8684,144.9042,Western Metropolitan,6380
Williamstown,5 Dover La,3,h,1230000,S,RT,28/08/2016,8,3016,,,,,,,,,,Western Metropolitan,6380
Williamstown,8 Freyer St,4,h,,SN,Williams,30/07/2016,8,3016,3,2,1,340,130,1890,Hobsons Bay,-37.8552,144.89,Western Metropolitan,6380
Williamstown North,4/4 Florence St,2,t,500000,VB,Village,3/09/2016,8.9,3016,2,1,1,53,,,Hobsons Bay,-37.8563,144.8782,Western Metropolitan,802
Williamstown North,10 Eliza Cl,4,h,,S,Greg,3/12/2016,8.9,3016,4,2,2,527,227,2008,Hobsons Bay,-37.8524,144.8721,Western Metropolitan,802
Williamstown North,22 Park Cr,3,h,1075000,SP,Sweeney,3/12/2016,8.9,3016,,,,,,,,,,Western Metropolitan,802
Williamstown North,5/7 Park Cr,2,u,580000,SP,Jas,3/12/2016,8.9,3016,,,,,,,,,,Western Metropolitan,802
Williamstown North,4/29 Champion Rd,2,u,400000,SP,Compton,8/10/2016,8.9,3016,2,1,1,0,,1970,Hobsons Bay,-37.8564,144.8864,Western Metropolitan,802
Williamstown North,37 Champion Rd,5,h,1410000,SP,Sweeney,8/10/2016,8.9,3016,5,2,5,680,,,Hobsons Bay,-37.8561,144.8859,Western Metropolitan,802
Williamstown North,10/68 Kororoit Creek Rd,1,u,285000,S,Williams,10/09/2016,8.9,3016,1,1,1,0,,,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802
Williamstown North,8/46 Kororoit Creek Rd,2,u,460000,SP,Williams,11/03/2017,8.9,3016,2,1,1,0,,1979,Hobsons Bay,-37.8573,144.8854,Western Metropolitan,802
Williamstown North,3 Myrtle St,4,h,881000,SP,Sweeney,13/08/2016,8.9,3016,4,1,3,468,139,,Hobsons Bay,-37.8559,144.8785,Western Metropolitan,802
Williamstown North,42 Park Cr,2,h,600000,SA,Barlow,16/04/2016,8.9,3016,,,,,,,,,,Western Metropolitan,802
Williamstown North,12/29 Champion Rd,2,u,380000,PI,Greg,18/06/2016,8.9,3016,2,1,1,0,64,1960,Hobsons Bay,-37.8564,144.8864,Western Metropolitan,802
Williamstown North,26 Walter St,4,h,1440000,SP,Williams,19/11/2016,8.9,3016,4,3,4,672,297,,Hobsons Bay,-37.8536,144.8734,Western Metropolitan,802
Williamstown North,13/68 Kororoit Creek Rd,2,u,367500,S,Sweeney,24/09/2016,8.9,3016,2,1,1,0,61,1970,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802
Williamstown North,4/9 Adeline St,1,u,355000,S,Sweeney,27/11/2016,8.9,3016,1,1,1,46,46,,Hobsons Bay,,,Western Metropolitan,802
Williamstown North,18 Inglis St,3,h,1225000,SP,Raine,27/11/2016,8.9,3016,3,1,1,311,126,1920,Hobsons Bay,-37.8546,144.8762,Western Metropolitan,802
Windsor,207/152 Peel St,2,u,580000,VB,Jellis,3/09/2016,5.1,3181,2,2,1,0,78,2012,Port Phillip,-37.8558,144.9903,Southern Metropolitan,4380
Windsor,56 Henry St,3,h,1850000,VB,Marshall,3/12/2016,5.1,3181,3,1,2,361,,,Stonnington,-37.8546,144.9865,Southern Metropolitan,4380
Windsor,1/14 The Avenue,3,u,825000,S,Marshall,3/12/2016,5.1,3181,3,1,1,0,,,Stonnington,-37.8565,144.998,Southern Metropolitan,4380
Windsor,8 Eastbourne St,3,h,,SN,Biggin,4/03/2017,5.1,3181,,,,,,,,,,Southern Metropolitan,4380
Windsor,344 High St,3,h,2302000,S,Marshall,4/03/2017,5.1,3181,3,1,4,440,144,1895,Stonnington,-37.8528,144.9994,Southern Metropolitan,4380
Windsor,54a Hornby St,2,h,1045000,S,Marshall,4/03/2017,5.1,3181,2,1,2,118,,1993,Stonnington,-37.855,144.9961,Southern Metropolitan,4380
Windsor,47 James St,3,h,,SN,Biggin,4/03/2017,5.1,3181,3,2,0,217,,,Stonnington,-37.855,144.9953,Southern Metropolitan,4380
Windsor,39 McIlwrick St,4,h,2050000,PI,Marshall,4/03/2017,5.1,3181,4,2,1,321,,,Stonnington,-37.8559,144.9948,Southern Metropolitan,4380
Windsor,1/60 McIlwrick St,2,u,611000,S,Hodges,4/03/2017,5.1,3181,2,1,1,598,75,1940,Stonnington,-37.8564,144.9971,Southern Metropolitan,4380
Windsor,146 Punt Rd,3,h,,SP,hockingstuart,4/03/2017,5.1,3181,3,1,3,0,,,Stonnington,-37.8511,144.9843,Southern Metropolitan,4380
Windsor,52 The Avenue,4,h,,S,Jellis,4/03/2017,5.1,3181,4,1,4,1047,277,,Stonnington,-37.8538,144.9985,Southern Metropolitan,4380
Windsor,6/213 Dandenong Rd,2,u,600000,S,hockingstuart,6/08/2016,5.1,3181,2,1,1,1043,,,Stonnington,-37.8581,144.9972,Southern Metropolitan,4380
Windsor,4/12 Ellesmere Rd,2,u,800000,S,Fletchers,7/05/2016,5.1,3181,2,1,1,0,92,1930,Port Phillip,-37.8577,145.0002,Southern Metropolitan,4380
Windsor,17/25 Williams Rd,1,u,275000,VB,Gary,7/05/2016,5.1,3181,1,1,1,0,44,1970,Port Phillip,-37.8564,145.0016,Southern Metropolitan,4380
Windsor,33 Earl St,2,h,1325000,S,Marshall,7/11/2016,5.1,3181,2,1,0,153,,,Stonnington,-37.8535,144.9952,Southern Metropolitan,4380
Windsor,7b Nathan Pl,3,h,1540000,S,Biggin,7/11/2016,5.1,3181,3,2,1,138,147,2000,Stonnington,-37.8556,144.995,Southern Metropolitan,4380
Windsor,15 Albert St,3,h,,SN,hockingstuart,8/10/2016,5.1,3181,2,1,2,162,110,1910,Port Phillip,-37.8554,144.9845,Southern Metropolitan,4380
Windsor,9/11 Wrexham Rd,2,u,,S,hockingstuart,8/10/2016,5.1,3181,2,1,1,886,,,Stonnington,-37.8565,145.0006,Southern Metropolitan,4380
Windsor,115 Albert St,3,h,1370000,S,Paul,10/09/2016,5.1,3181,3,1,2,317,112,1900,Port Phillip,-37.856,144.9891,Southern Metropolitan,4380
Windsor,5/9 Williams Rd,2,u,655000,PI,Tim,10/09/2016,5.1,3181,,,,,,,,,,Southern Metropolitan,4380
Windsor,10/205 Dandenong Rd,2,u,,PI,Biggin,10/12/2016,5.1,3181,2,1,1,1872,,,Stonnington,-37.858,144.9966,Southern Metropolitan,4380
Windsor,14 Earl St,3,h,,SP,Marshall,10/12/2016,5.1,3181,3,3,0,116,157,2015,Stonnington,-37.8536,144.9942,Southern Metropolitan,4380
Windsor,5 Earl St,2,h,,SN,hockingstuart,10/12/2016,5.1,3181,2,1,0,160,72,1930,Stonnington,-37.8533,144.9937,Southern Metropolitan,4380
